# This E. coli expression dataset was provided courtesy of
# Prof. Tyrell Conway from the University of Oklahoma, and
# is described in Tao et al, 1999, J. Bact., 181:645.
#
# Users will typically want to display the ratio of the 12 and 13th 
# columns, i.e. since the first column is numbered column zero, display the
# ratios of columns number 11 and 12.
#
# Columns of this dataset are:
# GlcVol1a	GlcVolb	ratioa/b	loga/b	GlcLBa Vol	GlcLBb Vol	ratioa/b	loga/b	MinGlc Avg Vol	GlcLB Avg Vol	Min Glc Pct	Glc LB Pct	Array Pos	F2	Field	Spot	Glc Min/LB Ratio	Log Ratio	GeneM53	b#	M53product	Functional Group	M53 function	
#
#
b0046	7744	7399	1.05	0.020	3189	3516	-1.10	-0.043	7572	3353	0.044679	0.020184	H19	1	2	2380	2.21	0.345	yabF	b0046	putative NAD(P)H oxidoreductase	Putative enzymes	putative enzyme; Not classified	
b0047	3167	2473	1.28	0.107	1446	1178	1.23	0.089	2820	1312	0.016641	0.007896	I16	3	1	637	2.11	0.324	kefC	b0047	"K+ efflux antiporter, glutathione-regulated"	Transport and binding proteins	transport; Transport of small molecules: Cations	
b0048	2632	2534	1.04	0.016	1716	1982	-1.15	-0.062	2583	1849	0.015240	0.011132	I18	4	2	2277	1.37	0.136	folA	b0048	dihydrofolate reductase type I; trimethoprim resistance	"Biosynthesis of cofactors, prosthetic groups and carriers"	"enzyme; Biosynthesis of cofactors, carriers: Folic acid"	
b0049	3211	2843	1.13	0.053	2760	3381	-1.22	-0.088	3027	3070	0.017863	0.018486	O16	1	2	1984	-1.03	-0.015	apaH	b0049	diadenosine tetraphosphatase	Nucleotide biosynthesis and metabolism	enzyme; Salvage of nucleosides and nucleotides	
b0050	1061	1022	1.04	0.016	873	905	-1.04	-0.016	1042	889	0.006146	0.005354	B19	4	2	2665	1.15	0.060	apaG	b0050	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b0051	1220	1420	-1.16	-0.066	1391	1611	-1.16	-0.064	1320	1501	0.007791	0.009038	L3	4	1	1070	-1.16	-0.064	ksgA	b0051	"S-adenosylmethionine-6-N',N'-adenosyl (rRNA) dimethyltransferase"	Cell processes	enzyme; Drug/analog sensitivity	
b0052	4134	4008	1.03	0.013	2358	2563	-1.09	-0.036	4071	2460	0.024021	0.014813	K18	4	2	2278	1.62	0.210	pdxA	b0052	pyridoxine biosynthesis	"Biosynthesis of cofactors, prosthetic groups and carriers"	"enzyme; Biosynthesis of cofactors, carriers: Pyridoxine"	
b0053	2610	3177	-1.22	-0.085	2721	2898	-1.07	-0.027	2893	2810	0.017073	0.016916	L9	4	2	2630	1.01	0.004	surA	b0053	survival protein	Cell processes	phenotype; Not classified	
b0054	1522	1450	1.05	0.021	1122	1020	1.10	0.042	1486	1071	0.008768	0.006449	N3	4	1	1071	1.36	0.133	imp	b0054	organic solvent tolerance	Cell processes	"phenotype; Adaptations, atypical conditions"	
b0055	606	804	-1.32	-0.122	576	454	1.15	0.062	705	515	0.004160	0.003103	D19	4	2	2666	1.34	0.127	yabH	b0055	putative DNA binding protein	"Hypothetical, unclassified, unknown"	phenotype; Not classified	
b0056	5414	5889	-1.09	-0.037	2685	2979	-1.11	-0.045	5651	2832	0.033347	0.017050	F19	4	2	2667	1.96	0.291	yabP	b0056	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b0057	5703	4767	1.20	0.078	2652	2973	-1.12	-0.050	5235	2813	0.030892	0.016933	H19	4	2	2668	1.82	0.261	yabQ	b0057	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b0058	4684	4943	-1.06	-0.023	2625	2581	1.02	0.007	4813	2603	0.028403	0.015671	J19	4	2	2669	1.81	0.258	yabO	b0058	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b0059	1025	844	1.21	0.084	1619	1440	1.12	0.051	934	1530	0.005513	0.009210	K19	1	2	1614	-1.67	-0.223	hepA	b0059	probable ATP-dependent RNA helicase	Putative enzymes	"putative enzyme; RNA synthesis, modification, DNA transcription"	
b0060	5738	5404	1.06	0.026	3953	4089	-1.03	-0.015	5571	4021	0.032872	0.024209	F16	4	1	1499	1.36	0.133	polB	b0060	DNA polymerase II	"DNA replication, repair, restriction/modification"	"enzyme; DNA - replication, repair, restriction/modification"	
b0061	12111	11803	1.03	0.011	9141	8929	1.02	0.010	11957	9035	0.070556	0.054397	B2	2	3	1	1.30	0.113	araD	b0061	L-ribulose-5-phosphate 4-epimerase	Carbon compound catabolism	enzyme; Degradation of small molecules: Carbon compounds	
b0062	643	627	1.03	0.011	999	1067	-1.07	-0.028	635	1033	0.003748	0.006219	C1	1	1	2	-1.66	-0.220	araA	b0062	L-arabinose isomerase	Carbon compound catabolism	enzyme; Degradation of small molecules: Carbon compounds	
b0063	2757	2935	-1.06	-0.027	1741	1895	-1.09	-0.037	2846	1818	0.016793	0.010945	E1	1	1	3	1.53	0.186	araB	b0063	L-ribulokinase	Carbon compound catabolism	enzyme; Degradation of small molecules: Carbon compounds	
b0064	737	755	-1.02	-0.011	432	396	1.00	0.000	746	414	0.004403	0.002493	G1	1	1	4	1.47	0.167	araC	b0064	transcriptional regulator for ara operon	Regulatory function	regulator; Degradation of small molecules: Carbon compounds	
b0065	1205	1296	-1.08	-0.032	625	628	-1.00	-0.002	1250	627	0.007378	0.003772	L19	4	2	2670	1.96	0.291	yabI	b0065	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b0066	256	364	-1.00	0.000	288	298	-1.00	0.000	310	293	0.001830	0.001764	B13	2	1	913	1.00	0.000	yabJ	b0066	putative ATP-binding component of a transport system	Putative transport proteins	putative transport; Not classified	
b0067	10388	10236	1.01	0.006	8527	10006	-1.17	-0.069	10312	9267	0.060851	0.055791	D13	2	1	914	1.09	0.038	yabK	b0067	putative transport system permease protein	Putative transport proteins	putative transport; Not classified	
b0068	2733	2403	1.14	0.056	2105	2251	-1.07	-0.029	2568	2178	0.015156	0.013113	M18	4	2	2279	1.16	0.063	tbpA	b0068	thiamin-binding periplasmic protein	Putative transport proteins	putative transport; Transport of small molecules: Other	
b0069	899	955	-1.06	-0.026	989	1116	-1.13	-0.053	927	1053	0.005469	0.006337	N19	4	2	2671	-1.16	-0.064	yabN	b0069	putative transport protein	Putative transport proteins	putative transport; Not classified	
b0070	2994	3206	-1.07	-0.030	6566	7044	-1.07	-0.031	3100	6805	0.018294	0.040968	F13	2	1	915	-2.24	-0.350	yabM	b0070	putative transport protein	Putative transport proteins	putative transport; Not classified	
b0071	4664	4427	1.05	0.023	384	587	-1.17	-0.070	4546	485	0.026822	0.002923	O7	4	2	1856	8.94	0.951	leuD	b0071	isopropylmalate isomerase subunit	Amino acid biosynthesis	enzyme; Amino acid biosynthesis: Leucine	
b0072	6423	5076	1.27	0.102	1446	1617	-1.12	-0.048	5750	1531	0.033927	0.009220	A9	4	2	1857	3.68	0.566	leuC	b0072	3-isopropylmalate isomerase (dehydratase) subunit	Amino acid biosynthesis	enzyme; Amino acid biosynthesis: Leucine	
b0073	3881	3613	1.07	0.031	548	741	-1.35	-0.131	3747	644	0.022110	0.003880	C9	4	2	1858	5.70	0.756	leuB	b0073	3-isopropylmalate dehydrogenase	Amino acid biosynthesis	enzyme; Amino acid biosynthesis: Leucine	
b0074	6692	6704	-1.00	-0.001	965	1074	-1.11	-0.046	6698	1020	0.039524	0.006139	E9	4	2	1859	6.44	0.809	leuA	b0074	2-isopropylmalate synthase	Amino acid biosynthesis	enzyme; Amino acid biosynthesis: Leucine	
b0075	8913	7069	1.26	0.101	3353	3285	1.02	0.009	7991	3319	0.047151	0.019980	G9	4	2	1860	2.36	0.373	leuL	b0075	leu operon leader peptide	Amino acid biosynthesis	leader; Amino acid biosynthesis: Leucine	
b0076	2320	2954	-1.27	-0.105	1631	1703	-1.04	-0.019	2637	1667	0.015561	0.010038	I9	4	2	1861	1.55	0.190	leuO	b0076	probable transcriptional activator for leuABCD operon	Putative regulatory proteins	putative regulator; Amino acid biosynthesis: Leucine	
b0077	7143	6839	1.04	0.019	3506	3492	1.00	0.002	6991	3499	0.041253	0.021066	K9	4	2	1862	1.96	0.292	ilvI	b0077	"acetolactate synthase III, valine sensitive, large subunit"	Amino acid biosynthesis	"enzyme; Amino acid biosynthesis: Isoleucine, Valine"	
b0078	3569	3673	-1.03	-0.012	2775	3169	-1.14	-0.058	3621	2972	0.021366	0.017893	M9	4	2	1863	1.19	0.077	ilvH	b0078	"acetolactate synthase III, valine sensitive, small subunit"	Amino acid biosynthesis	"enzyme; Amino acid biosynthesis: Isoleucine, Valine"	
b0079	62	66	-1.00	0.000	197	-78	1.00	0.000	64	59	0.000376	0.000358	H4	2	1	1260	1.00	0.000	fruL	b0079	fruR leader peptide	Energy metabolism	"leader; Energy metabolism, carbon: Glycolysis"	
b0080	675	1093	-1.62	-0.209	482	879	-1.76	-0.245	884	680	0.005215	0.004096	J4	2	1	1261	1.27	0.105	fruR	b0080	transcriptional repressor of fru operon and others	Regulatory function	"regulator; Energy metabolism, carbon: Glycolysis"	
b0081	1677	1460	1.15	0.060	869	1084	-1.25	-0.096	1569	977	0.009257	0.005881	P19	4	2	2672	1.57	0.197	yabB	b0081	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b0082	2502	2172	1.15	0.061	1449	1602	-1.11	-0.044	2337	1525	0.013790	0.009183	K4	3	1	590	1.50	0.177	yabC	b0082	putative apolipoprotein	"Hypothetical, unclassified, unknown"	orf; Not classified	
b0083	1247	1318	-1.06	-0.024	673	694	-1.03	-0.014	1283	683	0.007570	0.004114	P3	4	1	1072	1.84	0.265	ftsL	b0083	cell division protein; ingrowth of wall at septum	Cell processes	phenotype; Cell division	
b0084	28069	20806	1.35	0.130	20319	20385	-1.00	-0.001	24438	20352	0.144200	0.122530	B5	4	1	1073	1.18	0.071	ftsI	b0084	septum formation; penicillin-binding protein 3; peptidoglycan synthetase	Cell processes	enzyme; Cell division	
b0085	29605	27906	1.06	0.026	24496	24120	1.02	0.007	28756	24308	0.169678	0.146347	E4	1	1	395	1.16	0.064	murE	b0085	meso-diaminopimelate-adding enzyme	Cell structure	"enzyme; Murein sacculus, peptidoglycan"	
b0086	3575	3606	-1.01	-0.004	3072	3153	-1.03	-0.011	3591	3112	0.021189	0.018736	G4	1	1	396	1.13	0.053	murF	b0086	D-alanine:D-alanine-adding enzyme	Cell structure	"enzyme; Murein sacculus, peptidoglycan"	
b0087	5545	5697	-1.03	-0.012	6197	6009	1.03	0.013	5621	6103	0.033166	0.036741	I4	1	1	397	-1.11	-0.044	mraY	b0087	phospho-N-acetylmuramoyl-pentapeptide transferase?	Cell structure	"enzyme; Murein sacculus, peptidoglycan"	
b0088	6373	7048	-1.11	-0.044	3671	3621	1.01	0.006	6711	3646	0.039598	0.021951	K4	1	1	398	1.80	0.256	murD	b0088	UDP-N-acetylmuramoylalanine-D-glutamate ligase	Cell structure	"enzyme; Murein sacculus, peptidoglycan"	
b0089	2295	2139	1.07	0.031	506	1480	-2.93	-0.466	2217	993	0.013083	0.005976	D5	4	1	1074	2.19	0.340	ftsW	b0089	cell division; membrane protein involved in shape determination	Cell processes	membrane; Cell division	
b0090	42802	33168	1.29	0.111	24030	24601	-1.02	-0.010	37985	24315	0.224138	0.146393	M4	1	1	399	1.53	0.185	murG	b0090	UDP-N-acetylglucosamine:N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	Cell structure	"enzyme; Murein sacculus, peptidoglycan"	
b0091	8233	7283	1.13	0.053	7393	7521	-1.02	-0.007	7758	7457	0.045777	0.044895	O4	1	1	400	1.02	0.008	murC	b0091	"L-alanine adding enzyme, UDP-N-acetyl-muramate:alanine ligase"	Cell structure	"enzyme; Murein sacculus, peptidoglycan"	
b0092	9272	9240	1.00	0.001	8374	7434	1.13	0.052	9256	7904	0.054615	0.047586	A6	1	1	401	1.15	0.060	ddlB	b0092	"D-alanine-D-alanine ligase B, affects cell division"	Cell structure	"enzyme; Murein sacculus, peptidoglycan"	
b0093	12747	10476	1.22	0.085	6013	6173	-1.03	-0.011	11612	6093	0.068516	0.036683	F5	4	1	1075	1.87	0.271	ftsQ	b0093	cell division protein; ingrowth of wall at septum	Cell processes	phenotype; Cell division	
b0094	3597	3363	1.07	0.029	1517	1757	-1.16	-0.064	3480	1637	0.020534	0.009854	H5	4	1	1076	2.08	0.319	ftsA	b0094	"ATP-binding cell division protein, septation process, complexes with FtsZ, associated with junctions of inner and outer membranes"	Cell processes	phenotype; Cell division	
b0095	3372	2466	1.37	0.136	1426	1328	1.07	0.031	2919	1377	0.017223	0.008290	J5	4	1	1077	2.08	0.318	ftsZ	b0095	cell division; forms circumferential ring; tubulin-like GTP-binding protein and GTPase	Cell processes	enzyme; Cell division	
b0096	3870	3304	1.17	0.069	4007	4361	-1.09	-0.037	3587	4184	0.021165	0.025189	C6	1	1	402	-1.19	-0.076	lpxC	b0096	UDP-3-O-acyl N-acetylglucosamine deacetylase; lipid A biosynthesis	Cell structure	enzyme; Surface polysaccharides & antigens	
b0097	5145	5006	1.03	0.012	5736	5935	-1.03	-0.015	5075	5836	0.029947	0.035134	B21	4	2	2673	-1.17	-0.069	yacA	b0097	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b0098	212	116	1.00	0.000	190	60	1.00	0.000	164	125	0.000970	0.000754	K16	3	1	638	1.00	0.000	secA	b0098	preprotein translocase; secretion protein	Transport and binding proteins	"transport; Protein, peptide secretion"	
b0099	449	266	1.00	0.000	392	443	-1.00	0.000	358	417	0.002110	0.002513	A18	1	2	1985	-1.00	0.000	mutT	b0099	"7,8-dihydro-8-oxoguanine-triphosphatase, prefers dGTP, causes AT-GC transversions"	Nucleotide biosynthesis and metabolism	enzyme; 2'-Deoxyribonucleotide metabolism	
b0100	10468	10870	-1.04	-0.016	7277	7826	-1.08	-0.032	10669	7551	0.062956	0.045462	D21	4	2	2674	1.38	0.141	b0100	b0100	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b0101	35569	34045	1.04	0.019	26934	28140	-1.04	-0.019	34807	27537	0.205385	0.165787	F21	4	2	2675	1.24	0.093	yacG	b0101	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b0102	7076	7382	-1.04	-0.018	5246	5597	-1.07	-0.028	7229	5422	0.042654	0.032641	H21	4	2	2676	1.31	0.116	yacF	b0102	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b0103	659	864	-1.31	-0.117	315	381	-1.00	0.000	761	348	0.004493	0.002095	H16	4	1	1500	1.50	0.175	yacE	b0103	putative DNA repair protein	"Hypothetical, unclassified, unknown"	orf; Not classified	
b0104	3602	3236	1.11	0.046	3259	3734	-1.15	-0.059	3419	3496	0.020175	0.021051	C18	1	2	1986	-1.04	-0.018	guaC	b0104	GMP reductase	Nucleotide biosynthesis and metabolism	enzyme; Purine ribonucleotide biosynthesis	
b0105	1926	1689	1.14	0.057	1324	1336	-1.01	-0.004	1807	1330	0.010665	0.008007	J21	4	2	2677	1.33	0.124	b0105	b0105	"orf, hypothetical protein"	"Hypothetical, unclassified, unknown"	orf; Unknown	
b0106	9225	9925	-1.08	-0.032	5683	6008	-1.06	-0.024	9575	5846	0.056500	0.035194	E6	1	1	403	1.61	0.206	hofC	b0106	"putative integral membrane protein involved in biogenesis of fimbriae, protein transport, DNA uptake"	Putative transport proteins	putative transport; Not classified	
b0107	12732	12984	-1.02	-0.009	8385	8589	-1.02	-0.010	12858	8487	0.075870	0.051098	G6	1	1	404	1.48	0.172	hofB	b0107	"putative integral membrane protein involved in biogenesis of fimbriae, protein transport, DNA uptake"	Putative transport proteins	putative transport; Not classified	
b0108	1389	755	1.84	0.265	1047	1123	-1.07	-0.030	1072	1085	0.006327	0.006533	N9	4	2	2631	-1.03	-0.014	ppdD	b0108	prelipin peptidase dependent protein	Putative enzymes	putative enzyme; Not classified	
